"community","no of nodes","indegree","ind"," no of nodes max in","no of sink nodes"
"3571","2","207191.0","1","1","1"
"3572","2","9404052.0","1","1","1"
"3573","2","301056.0","1","1","1"
"3574","2","210304.0","1","1","1"
"3575","11","9310088.0","1","10","6"
"3576","11","9310088.0","1","10","6"
"3577","4","9612005.0","1","3","2"
"3578","2","9709185.0","1","1","1"
"3579","2","207250.0","1","1","1"
"3580","4","211155.0","1","3","1"
"3581","2","9402062.0","1","1","1"
"3582","2","9412029.0","1","1","1"
"3583","4","212277.0","1","3","2"
"3584","3","208201.0","1","2","2"
"3585","2","9412082.0","1","1","1"
"3586","2","9411200.0","1","1","1"
"3587","2","302210.0","1","1","1"
"3588","2","212105.0","1","1","1"
"3589","971","9609125.0","1","970","439"
"3590","2","212003.0","1","1","1"
"3591","2","304091.0","1","1","1"
"3592","2","301114.0","1","1","1"
"3593","21","210209.0","1","20","8"
"3594","4","9801197.0","1","3","2"
"3595","2","303095.0","1","1","1"
"3596","2","209053.0","1","1","1"
"3597","8","9411061.0","1","7","4"
"3598","19","212313.0","1","18","7"
"3599","2","9712065.0","1","1","1"
"3600","3","209146.0","1","2","2"
"3601","20","9405161.0","1","19","8"
"3602","4","9408179.0","1","3","2"
"3603","2","212105.0","1","1","1"
"3604","8","212281.0","1","7","3"
"3605","4","9712036.0","1","3","2"
"3606","4","9712036.0","1","3","2"
"3607","2","210027.0","1","1","1"
"3608","139","9504089.0","1","138","66"
"3609","7","9404157.0","1","6","4"
"3610","7","9404157.0","1","6","4"
"3611","2","210061.0","1","1","1"
"3612","2","210303.0","1","1","1"
"3613","3","210111.0","1","2","1"
"3614","4","9803155.0","1","3","2"
"3615","2","210243.0","1","1","1"
"3616","4","211041.0","1","3","1"
"3617","5","211006.0","1","4","3"
"3618","22","210224.0","1","21","7"
"3619","74","210238.0","1","73","34"
"3620","11","9305093.0","1","10","4"
"3621","3","210298.0","1","2","2"
"3622","3","9309001.0","1","2","2"
"3623","2","210312.0","1","1","1"
"3624","2","304225.0","1","1","1"
"3625","2","9911167.0","1","1","1"
"3626","5","211070.0","1","4","2"
"3627","3","211070.0","1","2","1"
"3628","4","9712235.0","1","3","1"
"3629","2","211088.0","1","1","1"
"3630","2","211143.0","1","1","1"
"3631","2","302002.0","1","1","1"
"3632","3","211153.0","1","2","2"
"3633","41","211202.0","1","40","16"
"3634","3","211208.0","1","2","2"
"3635","3","212004.0","1","2","1"
"3636","39","211259.0","1","38","14"
"3637","39","211245.0","1","38","14"
"3638","3","211273.0","1","2","2"
"3639","3","9412190.0","1","2","2"
"3640","4","9705166.0","1","3","2"
"3641","1527","9503058.0","1","1526","699"
"3642","2","9912256.0","1","1","1"
"3643","2","304185.0","1","1","1"
"3644","11416","9407005.0","1","11415","5730"
"3645","8213","9604060.0","1","8212","4048"
"3646","4","212317.0","1","3","3"
"3647","2","212326.0","1","1","1"
"3648","8951","9306147.0","1","8950","4459"
"3649","2","9507116.0","1","1","1"
"3650","4","303017.0","1","3","2"
"3651","3","301100.0","1","2","2"
"3652","9","303035.0","1","8","3"
"3653","8","301240.0","1","7","5"
"3654","2","303059.0","1","1","1"
"3655","2","9605205.0","1","1","1"
"3656","2","301232.0","1","1","1"
"3657","2","9907196.0","1","1","1"
"3658","2","303252.0","1","1","1"
"3659","2","302008.0","1","1","1"
"3660","3","9903138.0","1","2","1"
"3661","5","9903138.0","1","4","2"
"3662","3","9903138.0","1","2","1"
"3663","3","303243.0","1","2","2"
"3664","3","302046.0","1","2","2"
"3665","2","304008.0","1","1","1"
"3666","2","303203.0","1","1","1"
"3667","2","303144.0","1","1","1"
"3668","9","9811225.0","1","8","5"
"3669","8","9811225.0","1","7","4"
"3670","6","9811225.0","1","5","3"
"3671","6","9811225.0","1","5","3"
"3672","2","302128.0","1","1","1"
"3673","2","304005.0","1","1","1"
"3674","3","9707255.0","1","2","2"
"3675","2","302215.0","1","1","1"
"3676","5","302216.0","1","4","3"
"3677","5","9609042.0","1","4","2"
"3678","7","9406004.0","1","6","4"
"3679","2","9703181.0","1","1","1"
"3680","2","303021.0","1","1","1"
"3681","10","9407053.0","1","9","5"
"3682","140","9504089.0","1","139","67"
"3683","2","304033.0","1","1","1"
"3684","7","304177.0","1","6","2"
"3685","2","304131.0","1","1","1"
"3686","2","304022.0","1","1","1"
"3687","4","304119.0","1","3","2"
"3688","3","303228.0","1","2","2"
"3689","3","9511007.0","1","2","1"
"3690","3","304119.0","1","2","1"
"3691","2","304160.0","1","1","1"
"3692","4","9904123.0","1","3","3"
"3693","2","9812183.0","1","1","1"
"3694","2","9812183.0","1","1","1"
"3695","4","9910085.0","1","3","1"
"3696","5","9804036.0","1","4","1"
"3697","2","9810056.0","1","1","1"
"3698","10","9403129.0","1","9","5"
"3699","2","9702112.0","1","1","1"
"3700","133","9504089.0","1","132","62"
"3701","6","9701104.0","1","5","3"
"3702","8","9612252.0","1","7","3"
"3703","7368","9207028.0","1","7367","3592"
"3704","2","9207115.0","1","1","1"
"3705","2","9207093.0","1","1","1"
"3706","3","9208043.0","1","2","2"
"3707","2","9208043.0","1","1","1"
"3708","9","9604165.0","1","8","4"
"3709","10352","9209037.0","1","10351","5187"
"3710","10576","9209045.0","1","10575","5287"
"3711","6","9210066.0","1","5","1"
"3712","7","9210066.0","1","6","2"
"3713","3","9303091.0","1","2","1"
"3714","3","9308047.0","1","2","2"
"3715","3","9401144.0","1","2","2"
"3716","3","9212069.0","1","2","1"
"3717","3","9307105.0","1","2","2"
"3718","7343","9212081.0","1","7342","3553"
"3719","5","9509072.0","1","4","2"
"3720","1533","9309136.0","1","1532","701"
"3721","2","9306060.0","1","1","1"
"3722","2","9308047.0","1","1","1"
"3723","7287","9305003.0","1","7286","3522"
"3724","2","9303023.0","1","1","1"
"3725","2","9504163.0","1","1","1"
"3726","2","9308016.0","1","1","1"
"3727","659","9303090.0","1","658","305"
"3728","657","9303090.0","1","656","303"
"3729","2","9303094.0","1","1","1"
"3730","2","9303174.0","1","1","1"
"3731","2","9909008.0","1","1","1"
"3732","2","9505089.0","1","1","1"
"3733","2","9404026.0","1","1","1"
"3734","2","9304059.0","1","1","1"
"3735","6","9304083.0","1","5","1"
"3736","6","9304083.0","1","5","1"
"3737","652","9409009.0","1","651","300"
"3738","2","9304134.0","1","1","1"
"3739","2","9304134.0","1","1","1"
"3740","3","9305096.0","1","2","1"
"3741","3","9609182.0","1","2","1"
"3742","2","9406205.0","1","1","1"
"3743","2","9409079.0","1","1","1"
"3744","2","9710177.0","1","1","1"
"3745","2","9505026.0","1","1","1"
"3746","2","9311041.0","1","1","1"
"3747","2","9307016.0","1","1","1"
"3748","9913","9507085.0","1","9912","4937"
"3749","11292","9307096.0","1","11291","5684"
"3750","2","9407098.0","1","1","1"
"3751","48","9312144.0","1","47","16"
"3752","48","9312144.0","1","47","16"
"3753","7","9407033.0","1","6","2"
"3754","2","9412043.0","1","1","1"
"3755","2","9308087.0","1","1","1"
"3756","1516","9506171.0","1","1515","693"
"3757","1518","9309067.0","1","1517","694"
"3758","3","9309090.0","1","2","1"
"3759","2","9310113.0","1","1","1"
"3760","2","9703014.0","1","1","1"
"3761","2137","9505071.0","1","2136","992"
"3762","2","9310113.0","1","1","1"
"3763","2","9406014.0","1","1","1"
"3764","2","9406014.0","1","1","1"
"3765","6","9406182.0","1","5","4"
"3766","2","9310178.0","1","1","1"
"3767","3","9404179.0","1","2","2"
"3768","5","9311017.0","1","4","3"
"3769","5","9311020.0","1","4","3"
"3770","2","9311039.0","1","1","1"
"3771","2","9910032.0","1","1","1"
"3772","2","9401094.0","1","1","1"
"3773","11218","9311089.0","1","11217","5626"
"3774","7","9311090.0","1","6","4"
"3775","4","9311163.0","1","3","2"
"3776","4","9311163.0","1","3","2"
"3777","2","9501128.0","1","1","1"
"3778","2","9410243.0","1","1","1"
"3779","6","9403185.0","1","5","3"
"3780","9809","9602001.0","1","9808","4906"
"3781","9809","9602001.0","1","9808","4906"
"3782","2","9612145.0","1","1","1"
"3783","2","9312148.0","1","1","1"
"3784","3","9312181.0","1","2","2"
"3785","4","9401122.0","1","3","2"
"3786","2991","9401012.0","1","2990","1430"
"3787","3","9506130.0","1","2","2"
"3788","2","9412029.0","1","1","1"
"3789","2","9408179.0","1","1","1"
"3790","4","9501100.0","1","3","1"
"3791","4","9404049.0","1","3","3"
"3792","2","9402076.0","1","1","1"
"3793","2","9402105.0","1","1","1"
"3794","2","9501128.0","1","1","1"
"3795","2","9409032.0","1","1","1"
"3796","3","9403061.0","1","2","1"
"3797","8","9403062.0","1","7","4"
"3798","2","9403083.0","1","1","1"
"3799","2","9503144.0","1","1","1"
"3800","3","9404133.0","1","2","2"
"3801","3","9404133.0","1","2","2"
"3802","3","9404133.0","1","2","2"
"3803","3507","9412153.0","1","3506","1648"
"3804","3","9404068.0","1","2","2"
"3805","2","9409074.0","1","1","1"
"3806","2139","9411240.0","1","2138","993"
"3807","2","9507123.0","1","1","1"
"3808","2","9404072.0","1","1","1"
"3809","2","9404117.0","1","1","1"
"3810","1519","9405172.0","1","1518","694"
"3811","9","9604165.0","1","8","4"
"3812","1516","9506171.0","1","1515","693"
"3813","2","9409150.0","1","1","1"
"3814","2","9405048.0","1","1","1"
"3815","2","9410154.0","1","1","1"
"3816","2","9601178.0","1","1","1"
"3817","2","9405142.0","1","1","1"
"3818","3040","9405163.0","1","3039","1454"
"3819","3","9406066.0","1","2","2"
"3820","3","9508027.0","1","2","2"
"3821","2","9507054.0","1","1","1"
"3822","3","9406138.0","1","2","2"
"3823","2","9604174.0","1","1","1"
"3824","4","9702137.0","1","3","2"
"3825","5","9503143.0","1","4","2"
"3826","1517","9504149.0","1","1516","693"
"3827","3","9407157.0","1","2","1"
"3828","2","9412067.0","1","1","1"
"3829","2","9710224.0","1","1","1"
"3830","2","9503200.0","1","1","1"
"3831","2","9409150.0","1","1","1"
"3832","2","9707103.0","1","1","1"
"3833","4","9409180.0","1","3","1"
"3834","4","9409180.0","1","3","1"
"3835","3","9410013.0","1","2","1"
"3836","2","9603022.0","1","1","1"
"3837","2","9803093.0","1","1","1"
"3838","5","9411141.0","1","4","2"
"3839","2","9505163.0","1","1","1"
"3840","2","9502090.0","1","1","1"
"3841","2","9804078.0","1","1","1"
"3842","2","9505108.0","1","1","1"
"3843","8","9511221.0","1","7","4"
"3844","900","9503020.0","1","899","402"
"3845","4","9411182.0","1","3","1"
"3846","2","9411214.0","1","1","1"
"3847","2","9411236.0","1","1","1"
"3848","2","9412041.0","1","1","1"
"3849","2","9503031.0","1","1","1"
"3850","2","9505036.0","1","1","1"
"3851","2","9412197.0","1","1","1"
"3852","2","9412121.0","1","1","1"
"3853","2","9508169.0","1","1","1"
"3854","3","9503037.0","1","2","2"
"3855","2","9508018.0","1","1","1"
"3856","2","9703091.0","1","1","1"
"3857","3","9503199.0","1","2","2"
"3858","2","9509129.0","1","1","1"
"3859","2","9803093.0","1","1","1"
"3860","2","9504041.0","1","1","1"
"3861","5","9504136.0","1","4","2"
"3862","6","9504136.0","1","5","3"
"3863","5","9608025.0","1","4","1"
"3864","3","9507004.0","1","2","1"
"3865","1516","9506171.0","1","1515","693"
"3866","1516","9506171.0","1","1515","693"
"3867","3","9505110.0","1","2","2"
"3868","2","9506053.0","1","1","1"
"3869","2","9608098.0","1","1","1"
"3870","4540","9511184.0","1","4539","2167"
"3871","4","9506134.0","1","3","2"
"3872","2","9610063.0","1","1","1"
"3873","2","9807220.0","1","1","1"
"3874","3","9601170.0","1","2","1"
"3875","2","9810061.0","1","1","1"
"3876","2","9509065.0","1","1","1"
"3877","5","9509069.0","1","4","1"
"3878","7866","9611095.0","1","7865","3848"
"3879","2","9509164.0","1","1","1"
"3880","2","9510102.0","1","1","1"
"3881","2","9510102.0","1","1","1"
"3882","2","9510194.0","1","1","1"
"3883","2","9701183.0","1","1","1"
"3884","2","9512132.0","1","1","1"
"3885","2","9512167.0","1","1","1"
"3886","52","9601053.0","1","51","27"
"3887","3","9603083.0","1","2","1"
"3888","2","9601071.0","1","1","1"
"3889","2","9606085.0","1","1","1"
"3890","2","9601084.0","1","1","1"
"3891","2","9610116.0","1","1","1"
"3892","2","9610116.0","1","1","1"
"3893","4","9602041.0","1","3","2"
"3894","3","9602142.0","1","2","2"
"3895","2","9704015.0","1","1","1"
"3896","49","9612073.0","1","48","25"
"3897","5","9603179.0","1","4","2"
"3898","4","9603200.0","1","3","1"
"3899","4","9701022.0","1","3","2"
"3900","2","9610093.0","1","1","1"
"3901","2","9806057.0","1","1","1"
"3902","2","9605068.0","1","1","1"
"3903","2","9605083.0","1","1","1"
"3904","2","9608115.0","1","1","1"
"3905","2","9605230.0","1","1","1"
"3906","2","9605189.0","1","1","1"
"3907","2","9804189.0","1","1","1"
"3908","7703","9609043.0","1","7702","3766"
"3909","2","9704038.0","1","1","1"
"3910","2","9703130.0","1","1","1"
"3911","6","9608176.0","1","5","3"
"3912","2","9709046.0","1","1","1"
"3913","7702","9609043.0","1","7701","3765"
"3914","2","9610061.0","1","1","1"
"3915","2","9703061.0","1","1","1"
"3916","2","9806057.0","1","1","1"
"3917","2","9806057.0","1","1","1"
"3918","2","9703161.0","1","1","1"
"3919","2","9609096.0","1","1","1"
"3920","2","9808123.0","1","1","1"
"3921","2","9705178.0","1","1","1"
"3922","3","9609134.0","1","2","2"
"3923","2","9712093.0","1","1","1"
"3924","2","9711101.0","1","1","1"
"3925","7","9610149.0","1","6","3"
"3926","2","9707104.0","1","1","1"
"3927","5","9610196.0","1","4","2"
"3928","2","9807145.0","1","1","1"
"3929","3","9701098.0","1","2","2"
"3930","3","9701098.0","1","2","2"
"3931","2","9612106.0","1","1","1"
"3932","2106","9708047.0","1","2105","976"
"3933","2","9712016.0","1","1","1"
"3934","14","9701087.0","1","13","6"
"3935","2","9701112.0","1","1","1"
"3936","3","9710137.0","1","2","2"
"3937","711","9702125.0","1","710","322"
"3938","2","9704180.0","1","1","1"
"3939","3","9704099.0","1","2","2"
"3940","16","9705021.0","1","15","8"
"3941","2","9807010.0","1","1","1"
"3942","2","9908051.0","1","1","1"
"3943","2","9810172.0","1","1","1"
"3944","3","9710216.0","1","2","2"
"3945","2","9912009.0","1","1","1"
"3946","2","9709112.0","1","1","1"
"3947","2","9710137.0","1","1","1"
"3948","3","9809094.0","1","2","2"
"3949","2","9710164.0","1","1","1"
"3950","2","9901138.0","1","1","1"
"3951","3","9805118.0","1","2","1"
"3952","2","9809094.0","1","1","1"
"3953","2","9811158.0","1","1","1"
"3954","2","9812083.0","1","1","1"
"3955","2","9809048.0","1","1","1"
"3956","3","9810247.0","1","2","1"
"3957","2","9909066.0","1","1","1"
"3958","7","9904173.0","1","6","3"
"3959","2","9903084.0","1","1","1"
"3960","2","9905060.0","1","1","1"
"3961","2","9909100.0","1","1","1"
"3962","2","9909195.0","1","1","1"
"3963","3","12130.0","1","2","2"
