"nodes","citations","no of papers it cite"
"107075.0","0","6"
"209034.0","11","55"
"107105.0","0","11"
"9905169.0","2","2"
"109182.0","10","58"
"110094.0","0","12"
"111025.0","12","14"
"111073.0","0","8"
"202079.0","5","24"
"202124.0","20","23"
"205014.0","1","6"
"207027.0","3","19"
"207098.0","0","18"
"207107.0","20","31"
"207119.0","18","13"
"207146.0","10","12"
"209217.0","4","12"
"211063.0","3","4"
"211127.0","1","16"
"303087.0","0","14"
"303236.0","0","44"
"304171.0","0","14"
"304195.0","0","11"
"9812003.0","2","2"
"9903159.0","0","2"
"9807138.0","20","0"
"207089.0","4","12"
"9904113.0","2","12"
"11192.0","4","10"
"103117.0","0","11"
"201093.0","3","16"
"3110.0","10","14"
"9903129.0","2","1"
"6071.0","48","5"
"11117.0","12","12"
"104230.0","3","37"
"107197.0","4","28"
"203211.0","54","34"
"203265.0","48","5"
"208217.0","6","26"
"303057.0","4","32"
"9907094.0","1","4"
"4106.0","20","10"
"9810163.0","8","0"
"3164.0","0","4"
"3165.0","0","5"
"9811183.0","15","2"
"5121.0","3","4"
"206203.0","2","7"
"9405012.0","2","0"
"5185.0","6","19"
"105207.0","3","21"
"5072.0","6","14"
"9707044.0","16","11"
"9907085.0","13","31"
"2008.0","5","23"
"9806140.0","15","4"
"9908114.0","11","13"
"9808049.0","3","14"
"9901084.0","1","7"
"3106.0","0","7"
"111149.0","3","12"
"9812170.0","1","4"
"9912077.0","5","5"
"9610148.0","80","0"
"9801202.0","9","7"
"9905144.0","3","19"
"9701127.0","17","19"
"9806010.0","2","13"
"9703099.0","3","15"
"9704101.0","2","3"
"9804149.0","15","11"
"9809056.0","2","4"
"9904175.0","3","8"
"9809076.0","8","18"
"8249.0","1","15"
"9807202.0","1","21"
"11264.0","7","12"
"104085.0","0","4"
"106210.0","0","8"
"106212.0","2","21"
"9709069.0","8","15"
"202118.0","5","13"
"210262.0","5","42"
"9708093.0","2","7"
"212145.0","0","26"
"301083.0","0","12"
"302027.0","0","30"
"9810154.0","3","9"
"9906041.0","3","9"
"9804051.0","14","11"
"9708001.0","7","5"
"9809213.0","10","27"
"9706094.0","4","6"
"9804011.0","14","17"
"9705064.0","6","16"
"9912043.0","0","6"
"9712073.0","26","4"
"204225.0","3","9"
"205165.0","3","16"
"211178.0","2","85"
"9709202.0","5","15"
"9611159.0","88","0"
"9709199.0","16","4"
"1216.0","6","11"
"9711009.0","9","6"
"10182.0","3","9"
"11018.0","16","19"
"104209.0","2","9"
"203100.0","0","14"
"207197.0","0","8"
"9811022.0","13","6"
"9705040.0","44","4"
"9701149.0","82","2"
"1150.0","0","11"
"9702008.0","60","5"
"9809045.0","15","20"
"9812014.0","6","2"
"9810195.0","7","5"
"10116.0","3","12"
"103030.0","21","5"
"103152.0","5","16"
"107142.0","3","13"
"112180.0","5","27"
"303102.0","0","12"
"9907214.0","5","2"
"9807113.0","2","12"
"4142.0","8","13"
"10173.0","2","5"
"203019.0","16","9"
"202201.0","1","20"
"205150.0","4","10"
"208044.0","3","6"
"208184.0","1","12"
"9906164.0","3","6"
"9803216.0","21","11"
"9906232.0","2","9"
"9812159.0","9","8"
"2134.0","0","8"
"9803163.0","23","6"
"4039.0","5","12"
"9812094.0","9","8"
"9904186.0","5","5"
"9911065.0","3","8"
"9712161.0","2","5"
"9801106.0","4","5"
"9811186.0","2","3"
"11149.0","6","8"
"101044.0","1","7"
"108189.0","0","12"
"112186.0","0","18"
"211033.0","0","8"
"9803100.0","0","7"
"9910261.0","0","3"
"9810063.0","5","7"
"9812035.0","38","5"
"9902155.0","23","15"
"9906064.0","465","2"
"9906194.0","65","16"
"9908076.0","57","5"
"9912012.0","63","8"
"9912132.0","16","18"
"9901148.0","13","8"
"9805114.0","135","2"
"9807226.0","37","9"
"9810126.0","85","7"
"9902012.0","9","13"
"9903190.0","40","10"
"9911215.0","2","11"
"9906182.0","64","7"
"9912001.0","73","11"
"9912287.0","51","9"
"9805028.0","76","5"
"9803068.0","28","11"
"9803077.0","29","8"
"9901121.0","14","31"
"9902153.0","12","21"
"9907047.0","9","14"
"9909179.0","7","16"
"9910192.0","1","13"
"9812046.0","44","8"
"9909149.0","6","10"
"1056.0","12","7"
"9912155.0","4","13"
"1057.0","1","15"
"9803001.0","117","12"
"9803002.0","158","5"
"9805129.0","61","18"
"9806021.0","37","14"
"9806171.0","14","7"
"9808117.0","18","15"
"9810186.0","18","15"
"9811120.0","34","21"
"1065.0","1","11"
"9807137.0","41","13"
"9902007.0","9","7"
"9902131.0","22","9"
"9910021.0","13","11"
"9906118.0","4","3"
"9901101.0","36","15"
"9910074.0","3","4"
"9903026.0","35","20"
"9906224.0","8","10"
"9908020.0","5","12"
"9808037.0","14","21"
"2125.0","9","19"
"3147.0","13","34"
"9810008.0","23","17"
"9902121.0","68","9"
"9903238.0","38","19"
"9905081.0","14","28"
"9905180.0","6","3"
"9911040.0","19","11"
"9912013.0","6","23"
"9801165.0","16","5"
"9802198.0","21","12"
"9808032.0","30","8"
"9808097.0","12","6"
"9810090.0","12","7"
"9810205.0","1","8"
"9810227.0","22","10"
"9903214.0","30","13"
"9903269.0","6","11"
"1138.0","12","32"
"9807097.0","36","13"
"9811047.0","41","9"
"9903094.0","17","16"
"9903230.0","10","14"
"9905085.0","19","13"
"9906030.0","19","18"
"9902059.0","18","17"
"9911140.0","10","13"
"9908089.0","6","2"
"9808177.0","13","5"
"9811056.0","23","12"
"9906040.0","10","16"
"9910023.0","12","6"
"9910245.0","9","5"
"9910110.0","6","15"
"9812089.0","46","14"
"9812017.0","11","4"
"9912028.0","4","6"
"1193.0","8","8"
"9903085.0","20","11"
"9910256.0","3","17"
"9809065.0","11","15"
"9808038.0","37","8"
"9812062.0","14","17"
"9903042.0","17","15"
"9906056.0","6","12"
"9912058.0","8","12"
"9908010.0","3","9"
"9910036.0","9","18"
"9912076.0","5","12"
"9910111.0","2","12"
"9904174.0","3","3"
"9805217.0","37","4"
"9901030.0","3","15"
"9902046.0","14","16"
"9905032.0","9","20"
"9905112.0","10","6"
"9906013.0","9","22"
"9804035.0","42","7"
"9805105.0","26","10"
"9810051.0","20","16"
"9901144.0","12","32"
"9911180.0","8","2"
"9907109.0","4","4"
"9801206.0","54","7"
"9903157.0","0","18"
"2031.0","0","11"
"9805143.0","11","15"
"9809057.0","68","9"
"9907003.0","11","10"
"9908109.0","13","8"
"9804166.0","21","4"
"9805208.0","11","19"
"9806104.0","49","4"
"2042.0","6","10"
"2044.0","12","13"
"9901076.0","21","10"
"9903228.0","20","10"
"9809033.0","25","33"
"9909080.0","0","2"
"9902168.0","7","9"
"9906221.0","18","9"
"9911240.0","3","16"
"2061.0","6","15"
"9904091.0","2","3"
"9907129.0","7","13"
"9902079.0","8","18"
"2106.0","9","4"
"9808016.0","50","13"
"9808081.0","2","5"
"9901012.0","17","7"
"9905227.0","10","17"
"9907204.0","13","11"
"2116.0","1","19"
"9807115.0","19","9"
"9812087.0","8","13"
"9903007.0","4","3"
"9909137.0","3","5"
"2126.0","7","16"
"9805041.0","31","11"
"9910099.0","7","13"
"9910233.0","2","7"
"9803023.0","33","17"
"9903164.0","1","18"
"9906151.0","13","21"
"9810025.0","13","6"
"9802126.0","34","8"
"2145.0","20","12"
"9805145.0","28","8"
"2156.0","3","6"
"9904010.0","12","18"
"9910117.0","10","21"
"9902170.0","26","4"
"9902195.0","22","8"
"9809063.0","2","9"
"9809067.0","18","18"
"9906099.0","7","24"
"9906188.0","24","30"
"9910031.0","3","6"
"2172.0","8","25"
"9903244.0","3","19"
"9903020.0","8","6"
"9907020.0","2","7"
"9904190.0","1","18"
"9811002.0","9","11"
"9901118.0","8","17"
"2189.0","9","11"
"2199.0","0","14"
"9803193.0","9","27"
"9910066.0","4","24"
"2202.0","0","8"
"9907113.0","8","14"
"9806122.0","6","8"
"9806216.0","28","14"
"9907079.0","7","21"
"9804182.0","10","16"
"2235.0","0","12"
"9911124.0","4","22"
"2249.0","0","12"
"9811208.0","16","18"
"9902040.0","20","15"
"9910065.0","18","14"
"9803220.0","3","26"
"9903090.0","11","24"
"9906073.0","4","4"
"3052.0","56","10"
"9911088.0","4","10"
"9810194.0","2","7"
"9812162.0","1","6"
"3057.0","24","11"
"3068.0","2","19"
"3075.0","59","5"
"9006.0","0","10"
"9059.0","5","27"
"9906087.0","9","16"
"9808181.0","2","4"
"9806125.0","21","12"
"3116.0","11","21"
"9906211.0","3","12"
"3120.0","8","9"
"3129.0","2","11"
"9912209.0","4","6"
"3151.0","7","17"
"9911199.0","7","12"
"9906004.0","3","4"
"9810146.0","15","9"
"9901034.0","4","3"
"9812047.0","7","7"
"3173.0","10","9"
"9902104.0","3","15"
"9803196.0","4","5"
"9811224.0","11","3"
"3230.0","5","15"
"9803167.0","22","24"
"9901106.0","7","8"
"3249.0","8","7"
"3284.0","2","21"
"9903023.0","3","22"
"9909071.0","1","13"
"9909056.0","15","6"
"9903038.0","11","17"
"4038.0","14","10"
"9803251.0","40","23"
"4040.0","2","27"
"9812165.0","1","8"
"9907029.0","4","17"
"9810200.0","7","7"
"4117.0","2","9"
"4148.0","15","16"
"4179.0","3","7"
"9810148.0","3","10"
"4185.0","2","14"
"9903227.0","3","12"
"4204.0","0","6"
"9911004.0","5","9"
"9812237.0","8","12"
"5051.0","0","9"
"5094.0","4","5"
"9805207.0","11","10"
"5110.0","2","5"
"5137.0","7","20"
"5143.0","3","3"
"9807150.0","14","16"
"6102.0","6","7"
"5168.0","4","10"
"5179.0","7","14"
"9806049.0","3","4"
"9907015.0","0","13"
"5223.0","8","13"
"5246.0","5","12"
"9811107.0","3","15"
"9811005.0","16","12"
"9907188.0","7","28"
"9908022.0","7","22"
"9910040.0","8","16"
"5288.0","0","2"
"6022.0","3","13"
"9808172.0","2","18"
"9902190.0","1","9"
"8211.0","2","30"
"9808079.0","25","7"
"9811126.0","3","6"
"6041.0","0","27"
"9803189.0","2","19"
"9806075.0","8","14"
"6115.0","14","11"
"6134.0","3","9"
"9909222.0","3","12"
"9910047.0","1","14"
"7036.0","12","21"
"9901095.0","3","21"
"7041.0","2","13"
"7051.0","5","5"
"7058.0","2","21"
"9807046.0","11","14"
"7079.0","4","8"
"7099.0","3","8"
"7104.0","4","7"
"7106.0","10","24"
"9908031.0","2","3"
"7147.0","16","9"
"9806213.0","1","13"
"7205.0","6","10"
"7211.0","4","28"
"8001.0","80","11"
"9909180.0","4","14"
"8016.0","29","11"
"8047.0","1","10"
"8058.0","3","6"
"8074.0","16","19"
"8084.0","9","24"
"9806065.0","5","8"
"8179.0","0","7"
"9905099.0","2","6"
"8228.0","0","4"
"9910136.0","1","6"
"9912059.0","1","3"
"9039.0","4","8"
"9809144.0","1","1"
"9071.0","1","3"
"9909146.0","1","25"
"9906147.0","2","7"
"9171.0","14","27"
"10004.0","3","29"
"9906196.0","2","18"
"9187.0","4","14"
"9198.0","3","15"
"9901143.0","8","12"
"9907143.0","2","16"
"9203.0","0","10"
"9217.0","3","8"
"9906191.0","3","16"
"11182.0","6","14"
"9807019.0","11","6"
"10104.0","6","18"
"101164.0","7","21"
"9811028.0","6","19"
"10169.0","4","14"
"10263.0","0","10"
"10274.0","13","5"
"11008.0","6","5"
"11016.0","6","16"
"9903078.0","8","18"
"11044.0","2","34"
"9903204.0","3","4"
"11115.0","19","21"
"11146.0","8","18"
"11164.0","0","9"
"11165.0","0","7"
"11179.0","4","11"
"11191.0","4","27"
"11279.0","7","7"
"11204.0","3","19"
"11207.0","1","17"
"9904068.0","2","4"
"12026.0","1","12"
"12033.0","7","18"
"12076.0","2","17"
"9906085.0","1","9"
"12117.0","1","28"
"12135.0","2","23"
"12153.0","3","10"
"9802026.0","12","11"
"101006.0","0","3"
"101026.0","4","19"
"101096.0","13","16"
"101118.0","2","11"
"101134.0","4","5"
"9805087.0","6","7"
"9907116.0","3","9"
"101181.0","0","8"
"101188.0","2","7"
"102042.0","40","11"
"102043.0","5","11"
"102064.0","1","27"
"102111.0","1","4"
"102113.0","27","17"
"9805014.0","14","15"
"9808086.0","1","16"
"103022.0","4","11"
"103071.0","3","9"
"103078.0","21","23"
"103107.0","2","14"
"103108.0","18","14"
"103111.0","5","25"
"9804093.0","7","15"
"103162.0","1","23"
"103208.0","7","9"
"204218.0","9","15"
"103247.0","16","13"
"103259.0","1","7"
"104069.0","2","9"
"104136.0","25","6"
"9808126.0","7","4"
"105047.0","8","4"
"9807200.0","6","11"
"105214.0","10","31"
"105218.0","3","3"
"105235.0","4","25"
"105270.0","6","27"
"106008.0","0","19"
"106015.0","6","19"
"106063.0","0","5"
"106073.0","3","9"
"112045.0","21","43"
"202198.0","6","30"
"106108.0","3","8"
"106112.0","19","16"
"9903237.0","4","21"
"106113.0","94","6"
"106114.0","2","16"
"106116.0","1","9"
"106127.0","8","49"
"106149.0","16","25"
"201226.0","5","21"
"203115.0","3","5"
"106151.0","17","19"
"106191.0","30","18"
"211074.0","1","9"
"106255.0","4","24"
"106265.0","1","5"
"106286.0","0","9"
"107119.0","9","13"
"107134.0","26","20"
"107141.0","1","8"
"107173.0","5","15"
"9806004.0","5","11"
"107224.0","3","1"
"9811122.0","3","10"
"107261.0","5","23"
"108009.0","0","2"
"108011.0","0","10"
"108052.0","3","15"
"108115.0","7","10"
"110007.0","47","25"
"110087.0","37","12"
"110108.0","49","37"
"112226.0","11","42"
"108122.0","1","7"
"108147.0","2","10"
"108170.0","2","5"
"9809174.0","1","4"
"108172.0","19","61"
"108196.0","11","13"
"108205.0","10","37"
"108212.0","0","5"
"9911197.0","1","11"
"108239.0","2","6"
"109039.0","8","17"
"109122.0","6","6"
"110234.0","23","20"
"110265.0","21","15"
"111008.0","19","33"
"111238.0","10","54"
"112037.0","2","21"
"112140.0","10","33"
"202008.0","4","39"
"202140.0","3","29"
"109127.0","6","27"
"109129.0","0","13"
"109133.0","8","9"
"109174.0","8","15"
"109192.0","1","10"
"109198.0","4","9"
"110084.0","0","15"
"110085.0","0","6"
"110142.0","0","14"
"9809009.0","11","23"
"9811097.0","6","8"
"9812238.0","8","21"
"9910017.0","2","23"
"110192.0","0","24"
"111027.0","2","20"
"208165.0","6","19"
"111082.0","3","28"
"111085.0","22","12"
"111104.0","0","13"
"111136.0","1","22"
"111156.0","3","21"
"111163.0","4","12"
"111182.0","10","45"
"111222.0","8","7"
"111229.0","1","9"
"112009.0","6","16"
"112047.0","4","14"
"112058.0","0","13"
"112083.0","0","4"
"112099.0","2","10"
"112152.0","8","35"
"112173.0","2","10"
"112196.0","1","11"
"9907021.0","1","5"
"112253.0","12","18"
"112258.0","10","15"
"201019.0","9","12"
"201112.0","7","25"
"201178.0","0","24"
"201209.0","0","23"
"201210.0","2","62"
"201224.0","7","18"
"9903142.0","0","14"
"201236.0","0","11"
"202055.0","1","14"
"202056.0","11","15"
"202073.0","2","15"
"202083.0","0","25"
"202155.0","1","8"
"202156.0","2","37"
"202166.0","0","7"
"202175.0","1","19"
"202186.0","39","15"
"202189.0","3","11"
"205180.0","6","17"
"203018.0","29","16"
"9902045.0","7","26"
"203048.0","7","18"
"203049.0","3","24"
"203064.0","0","25"
"203069.0","0","11"
"203134.0","26","9"
"203164.0","29","13"
"203236.0","2","5"
"203244.0","0","6"
"203257.0","30","28"
"204038.0","0","10"
"204047.0","5","23"
"204051.0","37","15"
"204056.0","1","4"
"204081.0","1","5"
"204112.0","3","39"
"204113.0","3","8"
"204193.0","0","8"
"204198.0","2","19"
"204200.0","8","17"
"204201.0","0","10"
"9810055.0","2","11"
"204257.0","1","16"
"205015.0","14","3"
"205016.0","1","10"
"205037.0","4","17"
"9909186.0","2","16"
"205067.0","10","42"
"205082.0","1","14"
"205090.0","1","9"
"205104.0","2","21"
"205129.0","3","36"
"205142.0","5","6"
"205164.0","2","7"
"205188.0","5","19"
"205251.0","2","24"
"205266.0","7","44"
"205280.0","9","11"
"205311.0","20","43"
"206045.0","19","15"
"206005.0","18","12"
"206065.0","17","19"
"206098.0","2","19"
"206103.0","8","11"
"206126.0","3","13"
"206128.0","2","15"
"206141.0","2","40"
"206154.0","2","54"
"9812169.0","2","6"
"206207.0","0","7"
"206223.0","2","11"
"206237.0","5","12"
"206247.0","2","16"
"206248.0","6","24"
"207009.0","2","11"
"207024.0","0","13"
"207053.0","0","19"
"207071.0","2","13"
"207076.0","2","19"
"9907093.0","1","23"
"9912139.0","0","9"
"207128.0","1","27"
"207133.0","1","11"
"207163.0","2","23"
"207171.0","4","12"
"207194.0","1","20"
"207247.0","1","23"
"208013.0","9","12"
"208066.0","5","14"
"208086.0","1","30"
"208100.0","0","10"
"208137.0","0","9"
"209018.0","0","15"
"209047.0","6","9"
"209054.0","4","24"
"209067.0","5","38"
"209080.0","0","10"
"209106.0","0","6"
"209116.0","7","27"
"209155.0","3","13"
"209163.0","2","17"
"209181.0","0","13"
"209189.0","0","10"
"209211.0","3","5"
"209224.0","7","3"
"209257.0","0","26"
"210050.0","0","7"
"210056.0","1","8"
"210063.0","0","5"
"210064.0","0","11"
"210068.0","2","31"
"210093.0","4","20"
"210114.0","7","20"
"210122.0","3","21"
"9809173.0","1","13"
"210126.0","2","5"
"210217.0","2","14"
"210218.0","2","12"
"210252.0","2","31"
"210256.0","1","12"
"210272.0","2","35"
"211018.0","0","15"
"211092.0","2","7"
"211278.0","0","15"
"211285.0","0","38"
"211292.0","1","11"
"212092.0","1","17"
"212096.0","0","14"
"212111.0","1","21"
"212186.0","1","15"
"212207.0","0","3"
"212228.0","0","19"
"9808002.0","4","18"
"212254.0","0","4"
"212277.0","2","23"
"212308.0","1","23"
"9903209.0","1","12"
"212323.0","0","16"
"212337.0","0","12"
"301080.0","1","12"
"301103.0","0","4"
"301144.0","1","24"
"301171.0","1","13"
"301178.0","2","22"
"301187.0","0","15"
"301235.0","1","10"
"301244.0","0","10"
"302005.0","0","43"
"302030.0","1","41"
"302052.0","0","14"
"302063.0","1","15"
"302086.0","0","2"
"302087.0","0","27"
"302127.0","0","17"
"302171.0","0","20"
"303010.0","0","3"
"303141.0","0","12"
"303193.0","0","44"
"303202.0","0","17"
"303237.0","0","2"
"304093.0","0","18"
"304169.0","0","14"
"9903194.0","0","15"
"9801058.0","3","15"
"9803174.0","3","20"
"9804159.0","13","18"
"9805182.0","2","17"
"9808051.0","1","6"
"9808132.0","0","9"
"9809059.0","2","13"
"9809172.0","0","10"
"9811162.0","4","16"
"9812220.0","0","5"
"9902086.0","3","16"
"9903240.0","0","8"
"9904163.0","0","2"
"9905067.0","0","15"
"9905097.0","1","23"
"9906078.0","0","15"
"9906175.0","0","7"
"9910069.0","0","6"
"9911202.0","0","12"
"9912010.0","0","6"
"108145.0","2","6"
"9155.0","0","4"
"101077.0","0","5"
"101162.0","19","11"
"102063.0","1","40"
"102192.0","7","16"
"103103.0","13","18"
"105227.0","14","25"
"105184.0","15","29"
"105314.0","2","8"
"106036.0","26","20"
"109044.0","0","8"
"111154.0","21","5"
"201197.0","6","42"
"202151.0","13","34"
"207235.0","14","12"
"208196.0","15","29"
"209090.0","14","5"
"212150.0","2","12"
"302146.0","6","19"
"304224.0","0","12"
"9905153.0","4","5"
"9101.0","16","24"
"9908091.0","3","0"
"103008.0","1","3"
"9809188.0","21","6"
"9803205.0","17","2"
"5256.0","0","25"
"107041.0","1","1"
"210073.0","0","8"
"9910205.0","4","4"
"9903219.0","44","9"
"9907087.0","9","6"
"9905002.0","6","11"
"9903162.0","12","39"
"9911016.0","2","15"
"9905054.0","5","3"
"9912042.0","0","11"
"11189.0","2","3"
"103049.0","1","7"
"104003.0","1","3"
"105283.0","2","28"
"107140.0","7","6"
"107161.0","0","2"
"109100.0","2","19"
"112162.0","7","12"
"201027.0","1","4"
"204155.0","3","14"
"205219.0","0","7"
"209059.0","2","33"
"9903169.0","0","3"
"208119.0","2","25"
"9906217.0","12","22"
"5090.0","21","3"
"5091.0","11","5"
"106269.0","2","12"
"109025.0","14","5"
"203218.0","1","9"
"204199.0","1","3"
"206101.0","1","4"
"207017.0","1","7"
"9910067.0","5","16"
"207157.0","2","21"
"9168.0","9","3"
"9212115.0","5","0"
"2063.0","1","2"
"105072.0","0","3"
"9505108.0","0","6"
"9606029.0","2","4"
"9511169.0","2","0"
"2074.0","1","3"
"9711133.0","6","4"
"9912104.0","4","7"
"2037.0","29","4"
"1053.0","54","14"
"9910013.0","6","6"
"5065.0","9","19"
"8253.0","4","8"
"11046.0","3","12"
"12025.0","11","12"
"104158.0","13","5"
"106004.0","9","20"
"106005.0","10","4"
"107131.0","5","8"
"108076.0","2","6"
"110062.0","13","11"
"109217.0","3","10"
"203021.0","0","18"
"209235.0","0","23"
"212210.0","2","10"
"9907178.0","22","0"
"2104.0","3","16"
"9242.0","8","13"
"12258.0","7","5"
"9909081.0","28","2"
"9912167.0","57","4"
"9911018.0","6","3"
"9911085.0","11","5"
"9909139.0","16","1"
"1167.0","19","7"
"1203.0","46","4"
"9912140.0","18","9"
"1215.0","25","13"
"2067.0","28","8"
"2101.0","5","5"
"2138.0","8","10"
